StockCode,Description,UnitPrice_median,TotalQty,Supplier,CostPrice,LeadTimeDays,Category,SupplierClean,CategoryClean
35915B,BLUE KNITTED HEN,0.83,220,Pacific Importers,0.4251400828528409,30.0,Stationery,Pacific Importers,Stationery
35915C,PEACH KNITTED HEN,0.83,302,Global Trade Co.,0.3838053043603968,9.0,Unknown,GlobalTrade Co,Other
35916A,YELLOW FELT HANGING HEART W FLOWER,0.63,66,Pacific Importers,0.3047810489134212,20.0,home decor,Pacific Importers,Home Decor
35916B,BLUE FELT HANGING HEART W FLOWER,0.63,70,PACIFIC IMPORTERS LLC,0.3441620560170621,43.0,Gifts,Pacific Importers,Gifts
35916C,PINK FELT HANGING HEART W FLOWER,0.63,74,Acme Supplies Ltd,0.307387837015285,38.0,Home Decor,Acme Supplies Ltd,Home Decor
35920,FOUR RABBIT EASTER DECORATIONS,1.25,68,EuroParts GmbH,0.6402483188822183,43.0,Gifts,EuroParts GmbH,Gifts
35921,EASTER BUNNY HANGING GARLAND,1.25,67,acme-supplies,0.5590530876563434,38.0,Home Decor,Acme Supplies Ltd,Home Decor
35922,EASTER BUNNY WREATH,4.95,-2,EuroParts GmbH,2.493126246330965,6.0,LIGHTING,EuroParts GmbH,Lighting
35923,CANDY HEART HANGING DECORATION,0.39,1275,Euro Parts,0.2341167406849832,32.0,Home Decor,EuroParts GmbH,Home Decor
35924,HANGING FAIRY CAKE DECORATION,2.1,641,Euro Parts,1.164762475446932,26.0,LIGHTING,EuroParts GmbH,Lighting
35933,PINK STOCKING CHRISTMAS DECORATION,0.38,200,Pacific Importers,0.1981135952443762,22.0,LIGHTING,Pacific Importers,Lighting
35951,UNKNOWN,0.0,57,Pacific Importers,0.0,33.0,Stationery,Pacific Importers,Stationery
35953,FOLKART STAR CHRISTMAS DECORATIONS,0.39,3558,Acme Supplies Ltd,0.2779641110951878,26.0,Kitchen,Acme Supplies Ltd,Kitchen
35954,SMALL FOLKART STAR CHRISTMAS DEC,0.31,573,Euro Parts,0.20611163068491,9.0,Stationery,EuroParts GmbH,Stationery
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,1.66,-312,acme-supplies,0.8568924079303716,28.0,LIGHTING,Acme Supplies Ltd,Lighting
35958,FOLKART ZINC STAR CHRISTMAS DEC,0.85,24,Pacific Importers,0.5614715449316722,15.0,LIGHTING,Pacific Importers,Lighting
35961,FOLKART ZINC HEART CHRISTMAS DEC,0.85,2998,GlobalTrade Co,0.3852141042860302,10.0,Home Decor,GlobalTrade Co,Home Decor
35964,FOLKART CLIP ON STARS,0.83,786,Acme Supplies Ltd,0.36985737554052,7.0,Unknown,Acme Supplies Ltd,Other
35965,FOLKART HEART NAPKIN RINGS,2.95,403,PACIFIC IMPORTERS LLC,1.5368599157398344,15.0,Kitchen,Pacific Importers,Kitchen
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,0.0,22,Acme Supplies Ltd,0.0,31.0,Unknown,Acme Supplies Ltd,Other
35967,FOLK ART METAL STAR T-LIGHT HOLDER,0.83,485,EuroParts GmbH,0.4035641658238887,22.0,Unknown,EuroParts GmbH,Other
35968,FOLK ART METAL HEART T-LIGHT HOLDER,0.38,235,GlobalTrade Co,0.1604127033835244,16.0,Unknown,GlobalTrade Co,Other
35969,UNKNOWN,0.0,-3,Acme Supplies Ltd,0.0,34.0,Kitchen,Acme Supplies Ltd,Kitchen
35970,ZINC FOLKART SLEIGH BELLS,1.69,4780,Pacific Importers,1.1839476488852465,29.0,Unknown,Pacific Importers,Other
35971,ROSE FOLKART HEART DECORATIONS,1.25,445,Acme Supplies Ltd,0.7772801870769384,27.0,Kitchen,Acme Supplies Ltd,Kitchen
35972,DAISY FOLKART HEART DECORATION,1.25,48,acme-supplies,0.6107755089743648,6.0,Gifts,Acme Supplies Ltd,Gifts
35991,UNKNOWN,0.0,-1,EuroParts GmbH,0.0,23.0,LIGHTING,EuroParts GmbH,Lighting
37327,ASSTD MULTICOLOUR CIRCLES MUG,0.39,1355,Acme Supplies Ltd,0.2280146184610603,20.0,home decor,Acme Supplies Ltd,Home Decor
37330,BIG POLKADOT MUG,0.39,6,Euro Parts,0.2454670110571502,41.0,Home Decor,EuroParts GmbH,Home Decor
37333,"RETRO ""TEA FOR ONE""",4.95,24,Acme Supplies Ltd,2.3839974380354505,17.0,Lighting,Acme Supplies Ltd,Lighting
37340,MULTICOLOUR SPRING FLOWER MUG,0.69,2523,acme-supplies,0.484753321407447,40.0,Unknown,Acme Supplies Ltd,Other
37342,POLKADOT COFFEE CUP & SAUCER PINK,0.79,1449,EuroParts GmbH,0.4015404074151235,26.0,Stationery,EuroParts GmbH,Stationery
37343,POLKADOT MUG PINK,1.65,70,GlobalTrade Co,1.0608610301712769,10.0,Gifts,GlobalTrade Co,Gifts
37351,ORANGE FLOWER MUG,0.8200000000000001,10,Acme Supplies Ltd,0.3326277735088257,30.0,Stationery,Acme Supplies Ltd,Stationery
37370,RETRO COFFEE MUGS ASSORTED,1.25,1190,GlobalTrade Co,0.6630374943286894,23.0,Lighting,GlobalTrade Co,Lighting
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,0.625,-3,acme-supplies,0.3269365226784893,18.0,Kitchen,Acme Supplies Ltd,Kitchen
37413,ICON MUG REVOLUTIONARY,0.39,6271,Euro Parts,0.2301856245015814,18.0,Lighting,EuroParts GmbH,Lighting
37423,WHITE WITH BLACK CATS PLATE,0.39,61,GlobalTrade Co,0.1659284997325873,37.0,Stationery,GlobalTrade Co,Stationery
37424,UNKNOWN,0.0,-6,Euro Parts,0.0,19.0,LIGHTING,EuroParts GmbH,Lighting
37444A,YELLOW BREAKFAST CUP AND SAUCER,0.39,61,,0.1857270794412731,11.0,LIGHTING,UNKNOWN,Lighting
37444B,BLUE BREAKFAST CUP AND SAUCER,2.95,2,Global Trade Co.,1.879041543865676,37.0,Lighting,GlobalTrade Co,Lighting
37444C,PINK BREAKFAST CUP AND SAUCER,0.39,27,,0.2656384548228187,31.0,LIGHTING,UNKNOWN,Lighting
37446,MINI CAKE STAND WITH HANGING CAKES,1.45,1292,GlobalTrade Co,0.865152555292568,41.0,Home Decor,GlobalTrade Co,Home Decor
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1.49,803,Unknown Vendor,0.9823705923055156,20.0,Lighting,UNKNOWN,Lighting
37448,CERAMIC CAKE DESIGN SPOTTED MUG,1.49,1411,Acme Supplies Ltd,0.9411601528201252,14.0,Unknown,Acme Supplies Ltd,Other
37449,CERAMIC CAKE STAND + HANGING CAKES,9.95,514,EuroParts GmbH,5.383184441153889,21.0,Home Decor,EuroParts GmbH,Home Decor
37450,CERAMIC CAKE BOWL + HANGING CAKES,2.95,681,Pacific Importers,2.0151464415521563,24.0,Unknown,Pacific Importers,Other
37461,FUNKY MONKEY MUG,0.0,5,GlobalTrade Co,0.0,17.0,home decor,GlobalTrade Co,Home Decor
37462E,"PET MUG, GOLDFISH",0.83,36,PACIFIC IMPORTERS LLC,0.4979373526068157,3.0,home decor,Pacific Importers,Home Decor
37464,ROBOT MUG IN DISPLAY BOX,0.625,-13,EuroParts GmbH,0.4130557554372117,4.0,Lighting,EuroParts GmbH,Lighting
37467,PIG MUG IN TWO COLOUR DESIGNS,0.39,133,Acme Supplies Ltd,0.2077274816894072,10.0,Home Decor,Acme Supplies Ltd,Home Decor
37468,HARDMAN MUG 3 ASSORTED,0.39,130,ACME SUPPLIES,0.1973277784397785,24.0,LIGHTING,Acme Supplies Ltd,Lighting
37471,MULTICOLOUR POLKADOT PLATE,0.85,17,EuroParts GmbH,0.4766554380264147,27.0,Home Decor,EuroParts GmbH,Home Decor
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,0.0,-13,PACIFIC IMPORTERS LLC,0.0,4.0,home decor,Pacific Importers,Home Decor
37475,SET/4 COLOURFUL MIXING BOWLS,9.95,71,Unknown Vendor,7.218452540154777,11.0,Lighting,UNKNOWN,Lighting
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,9.95,28,EuroParts GmbH,5.878252985284567,11.0,Gifts,EuroParts GmbH,Gifts
37477B,UNKNOWN,0.0,-11,Unknown Vendor,0.0,15.0,Kitchen,UNKNOWN,Kitchen
37477C,UNKNOWN,0.0,-31,EuroParts GmbH,0.0,23.0,Kitchen,EuroParts GmbH,Kitchen
37477D,UNKNOWN,0.0,-9,GlobalTrade Co,0.0,32.0,Kitchen,GlobalTrade Co,Kitchen
37479B,CUBIC MUG FLOCK BLUE ON BROWN,0.39,110,Acme Supplies Ltd,0.1876787258787315,17.0,LIGHTING,Acme Supplies Ltd,Lighting
37479P,CUBIC MUG FLOCK PINK ON BROWN,0.39,-39,Euro Parts,0.252764850853341,17.0,Home Decor,EuroParts GmbH,Home Decor
37482P,CUBIC MUG PINK POLKADOT,0.39,413,PACIFIC IMPORTERS LLC,0.2684411190510289,9.0,LIGHTING,Pacific Importers,Lighting
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,0.29,62,Acme Supplies Ltd,0.2029884463755536,13.0,home decor,Acme Supplies Ltd,Home Decor
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,0.39,27,GlobalTrade Co,0.2126621296406983,42.0,Kitchen,GlobalTrade Co,Kitchen
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,0.39,35,Unknown Vendor,0.1681948966628398,40.0,home decor,UNKNOWN,Home Decor
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,0.39,31,Pacific Importers,0.2157571716513981,42.0,Home Decor,Pacific Importers,Home Decor
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,0.39,23,Global Trade Co.,0.1874952715632628,4.0,home decor,GlobalTrade Co,Home Decor
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,0.39,40,Global Trade Co.,0.1957483161070392,41.0,Gifts,GlobalTrade Co,Gifts
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,3.29,6,ACME SUPPLIES,2.205266091698388,12.0,LIGHTING,Acme Supplies Ltd,Lighting
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,1.65,4,GlobalTrade Co,0.7036168921799497,19.0,Lighting,GlobalTrade Co,Lighting
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,1.65,8,GlobalTrade Co,1.1379281530951055,9.0,home decor,GlobalTrade Co,Home Decor
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,2.47,4,Acme Supplies Ltd,1.357719924694994,42.0,home decor,Acme Supplies Ltd,Home Decor
37495,FAIRY CAKE BIRTHDAY CANDLE SET,3.75,391,EuroParts GmbH,2.282333909569531,41.0,Lighting,EuroParts GmbH,Lighting
37500,TEA TIME TEAPOT IN GIFT BOX,8.29,377,Global Trade Co.,3.576125948930322,6.0,Home Decor,GlobalTrade Co,Home Decor
37501,TEA TIME TEA SET IN GIFT BOX,6.95,119,Euro Parts,3.600625958104083,37.0,Home Decor,EuroParts GmbH,Home Decor
37503,TEA TIME CAKE STAND IN GIFT BOX,10.75,-1,,4.637499707793357,38.0,LIGHTING,UNKNOWN,Lighting
37509,NEW ENGLAND MUG W GIFT BOX,1.275,5,ACME SUPPLIES,0.9390888863356952,33.0,home decor,Acme Supplies Ltd,Home Decor
40001,WHITE BAMBOO RIBS LAMPSHADE,0.85,562,PACIFIC IMPORTERS LLC,0.5801603406745595,27.0,Gifts,Pacific Importers,Gifts
40003,WHITE BAMBOO RIBS LAMPSHADE,1.25,144,Global Trade Co.,0.7010893300309513,43.0,Kitchen,GlobalTrade Co,Kitchen
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,0.85,12,,0.4065217581262921,15.0,Gifts,UNKNOWN,Gifts
40016,CHINESE DRAGON PAPER LANTERNS,0.42,3596,ACME SUPPLIES,0.3052179004717282,20.0,Lighting,Acme Supplies Ltd,Lighting
40018F,UNKNOWN,0.0,-22,EuroParts GmbH,0.0,23.0,Lighting,EuroParts GmbH,Lighting
40046A,RED DAISY PAPER LAMPSHADE,1.25,70,PACIFIC IMPORTERS LLC,0.5704306888632265,3.0,Unknown,Pacific Importers,Other
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,0.42,15,GlobalTrade Co,0.2507851651027313,38.0,Kitchen,GlobalTrade Co,Kitchen
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,0.42,24,Acme Supplies Ltd,0.3067347956906879,10.0,home decor,Acme Supplies Ltd,Home Decor
44091A,BLUE CRUSOE CHECK LAMPSHADE,0.42,5,PACIFIC IMPORTERS LLC,0.1685630527035474,23.0,Lighting,Pacific Importers,Lighting
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,0.85,14,EuroParts GmbH,0.4108421408680646,23.0,Unknown,EuroParts GmbH,Other
44092C,PURPLE/COPPER HANGING LAMPSHADE,0.85,22,GlobalTrade Co,0.6191881730220963,29.0,Home Decor,GlobalTrade Co,Home Decor
44228,CANNABIS LEAF BEAD CURTAIN,0.85,36,PACIFIC IMPORTERS LLC,0.3908980751400057,21.0,Lighting,Pacific Importers,Lighting
44234,ASSORTED CIRCULAR MOBILE,0.21,696,GlobalTrade Co,0.0923233936955267,25.0,Stationery,GlobalTrade Co,Stationery
44235,ASS COL CIRCLE MOBILE,0.42,539,EuroParts GmbH,0.2518175207225712,37.0,Kitchen,EuroParts GmbH,Kitchen
44236,PINK/PURPLE CIRCLE CURTAIN,0.79,40,ACME SUPPLIES,0.5542998171410205,42.0,Unknown,Acme Supplies Ltd,Other
44242A,LILAC FEATHERS CURTAIN,0.79,12,,0.4479208645923705,44.0,Kitchen,UNKNOWN,Kitchen
44242B,PINK FEATHERS CURTAIN,0.79,52,GlobalTrade Co,0.5909970169732711,7.0,Kitchen,GlobalTrade Co,Kitchen
44265,M/COLOUR POM-POM CURTAIN,0.0,0,GlobalTrade Co,0.0,43.0,Stationery,GlobalTrade Co,Stationery
45013,FOLDING SHOE TIDY,2.95,3,Acme Supplies Ltd,1.2564823416947877,10.0,Gifts,Acme Supplies Ltd,Gifts
46000M,POLYESTER FILLER PAD 45X45CM,1.55,1600,Acme Supplies Ltd,1.1586114314374716,13.0,Home Decor,Acme Supplies Ltd,Home Decor
46000P,POLYESTER FILLER PAD 65CMX65CM,4.25,18,Pacific Importers,2.3067426772105333,18.0,Kitchen,Pacific Importers,Kitchen
46000R,POLYESTER FILLER PAD 45X30CM,1.45,103,acme-supplies,0.7258567859265824,41.0,Lighting,Acme Supplies Ltd,Lighting
46000S,POLYESTER FILLER PAD 40X40CM,1.45,2092,Euro Parts,0.8631236856657769,26.0,LIGHTING,EuroParts GmbH,Lighting
46000U,POLYESTER FILLER PAD 30CMX30CM,1.25,117,Acme Supplies Ltd,0.6331345714216281,23.0,Home Decor,Acme Supplies Ltd,Home Decor
46037A,UNKNOWN,0.0,-5,GlobalTrade Co,0.0,25.0,Lighting,GlobalTrade Co,Lighting
46115B,GREEN POP ART MAO CUSHION COVER,0.19,10,GlobalTrade Co,0.0760949848147652,40.0,Home Decor,GlobalTrade Co,Home Decor
46118,FUNKY MONKEY CUSHION COVER,3.36,232,Acme Supplies Ltd,1.8727100230342284,10.0,home decor,Acme Supplies Ltd,Home Decor
46126A,ELVIS WALLHANGING / CURTAIN,1.25,29,Acme Supplies Ltd,0.8661277472241341,9.0,Home Decor,Acme Supplies Ltd,Home Decor
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,0.85,30,Global Trade Co.,0.5102637677249477,4.0,Unknown,GlobalTrade Co,Other
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,8.29,51,Pacific Importers,6.215199977884393,32.0,Lighting,Pacific Importers,Lighting
46776A,WOVEN BUBBLE GUM CUSHION COVER,4.13,155,Global Trade Co.,2.066636826283028,15.0,LIGHTING,GlobalTrade Co,Lighting
46776B,WOVEN BERRIES CUSHION COVER,4.13,161,Pacific Importers,2.05739779611066,25.0,Lighting,Pacific Importers,Lighting
46776C,WOVEN FROST CUSHION COVER,4.13,117,Pacific Importers,1.8829178447681665,31.0,home decor,Pacific Importers,Home Decor
46776D,WOVEN SUNSET CUSHION COVER,4.13,89,Acme Supplies Ltd,1.889153916837542,40.0,Home Decor,Acme Supplies Ltd,Home Decor
46776E,WOVEN CANDY CUSHION COVER,4.13,67,Global Trade Co.,2.064237224532524,39.0,Kitchen,GlobalTrade Co,Kitchen
46776F,WOVEN ROSE GARDEN CUSHION COVER,4.13,210,Unknown Vendor,2.7980502854428835,22.0,LIGHTING,UNKNOWN,Lighting
46776A,WOVEN BUBBLE GUM CUSHION COVER,4.13,5,Pacific Importers,2.9612714408649854,35.0,Lighting,Pacific Importers,Lighting
46776B,WOVEN BERRIES CUSHION COVER,4.13,1,EuroParts GmbH,3.061488503812453,31.0,home decor,EuroParts GmbH,Home Decor
46776E,WOVEN CANDY CUSHION COVER,4.13,1,GlobalTrade Co,1.9877746949964223,17.0,LIGHTING,GlobalTrade Co,Lighting
46776F,WOVEN ROSE GARDEN CUSHION COVER,4.13,7,Euro Parts,2.9259156021851696,25.0,Stationery,EuroParts GmbH,Stationery
47013A,WINE BOTTLE DRESSING LT.BLUE,0.12,12,Euro Parts,0.0617867137496481,44.0,Stationery,EuroParts GmbH,Stationery
47013C,WINE BOTTLE DRESSING DARK BLUE,0.12,44,Pacific Importers,0.0527393028697091,5.0,Home Decor,Pacific Importers,Home Decor
47016,LIGHT DECORATION BATTERY OPERATED,2.1,2,Unknown Vendor,1.4794683202573218,39.0,Gifts,UNKNOWN,Gifts
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,1.25,818,Acme Supplies Ltd,0.7782962151565831,31.0,Home Decor,Acme Supplies Ltd,Home Decor
47310M,"SMALL POP BOX,FUNKY MONKEY",1.63,410,Acme Supplies Ltd,0.7459789762142457,10.0,home decor,Acme Supplies Ltd,Home Decor
47341A,FUSCHIA TABLE RUN FLOWER,1.25,20,Euro Parts,0.6880511751619387,24.0,Home Decor,EuroParts GmbH,Home Decor
47341B,BLUE TABLE RUN FLOWER,1.25,45,Euro Parts,0.6256752415087172,31.0,Kitchen,EuroParts GmbH,Kitchen
47343A,FUSCHIA FLOWER PURSE WITH BEADS,0.83,143,Acme Supplies Ltd,0.5460388222103122,4.0,Kitchen,Acme Supplies Ltd,Kitchen
47344B,BLUE FLOWER DES PURSE,0.83,28,acme-supplies,0.4637174149963499,43.0,Unknown,Acme Supplies Ltd,Other
47348A,FUSCHIA VOILE POINTY SHOE DEC,0.39,97,Acme Supplies Ltd,0.2910367125070215,3.0,home decor,Acme Supplies Ltd,Home Decor
47351B,BLUE  VOILE LAMPSHADE,2.95,38,GlobalTrade Co,1.236524194183032,22.0,Gifts,GlobalTrade Co,Gifts
47367B,PAIR PADDED HANGERS PINK CHECK,3.29,112,Euro Parts,1.7248000789558884,23.0,LIGHTING,EuroParts GmbH,Lighting
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,2.95,33,Pacific Importers,1.677561922541052,39.0,home decor,Pacific Importers,Home Decor
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,1.63,35,GlobalTrade Co,0.9390376929839164,10.0,home decor,GlobalTrade Co,Home Decor
47420,ASSORTED COLOUR SUCTION CUP HOOK,0.19,202,GlobalTrade Co,0.0970097321886448,29.0,Gifts,GlobalTrade Co,Gifts
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,0.42,999,Acme Supplies Ltd,0.2751983166173425,37.0,home decor,Acme Supplies Ltd,Home Decor
47422,ASSORTED MONKEY SUCTION CUP HOOK,0.42,652,GlobalTrade Co,0.2965878198028793,8.0,Gifts,GlobalTrade Co,Gifts
47469,ASSORTED SHAPES PHOTO CLIP SILVER,0.65,449,PACIFIC IMPORTERS LLC,0.4735586411999638,21.0,Gifts,Pacific Importers,Gifts
47471,RAINBOW PEGS PHOTO CLIP STRING,0.65,292,Unknown Vendor,0.4431587432218922,20.0,Gifts,UNKNOWN,Gifts
47480,HANGING PHOTO CLIP ROPE LADDER,1.65,748,Euro Parts,1.1512100639445613,3.0,home decor,EuroParts GmbH,Home Decor
47481,50CM METAL STRING WITH  7 CLIPS,0.85,226,Acme Supplies Ltd,0.5037872269344487,27.0,home decor,Acme Supplies Ltd,Home Decor
47502,UNKNOWN,0.0,-19,,0.0,29.0,Home Decor,UNKNOWN,Home Decor
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,0.42,2838,Euro Parts,0.212615074644749,9.0,home decor,EuroParts GmbH,Home Decor
47503H,ASS FLORAL PRINT SPIRIT LEVEL,0.79,143,Euro Parts,0.4261793777231978,44.0,Home Decor,EuroParts GmbH,Home Decor
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,7.95,3,Global Trade Co.,4.0618104609501,31.0,Unknown,GlobalTrade Co,Other
47504H,ENGLISH ROSE SPIRIT LEVEL,0.79,974,GlobalTrade Co,0.4452325982513514,33.0,Stationery,GlobalTrade Co,Stationery
47504K,ENGLISH ROSE GARDEN SECATEURS,0.79,1783,GlobalTrade Co,0.394962763889983,38.0,Stationery,GlobalTrade Co,Stationery
47518F,ICON PLACEMAT POP ART ELVIS,0.12,827,Acme Supplies Ltd,0.0883876805746867,21.0,Unknown,Acme Supplies Ltd,Other
47518F,ICON PLACEMAT POP ART ELVIS,4.13,5,ACME SUPPLIES,2.104216909782193,8.0,Unknown,Acme Supplies Ltd,Other
47556B,TEA TIME TEA TOWELS,1.05,3831,acme-supplies,0.4560313677557704,27.0,Lighting,Acme Supplies Ltd,Lighting
47559B,TEA TIME OVEN GLOVE,1.25,1966,Pacific Importers,0.7304825101470559,33.0,Home Decor,Pacific Importers,Home Decor
47559B,TEA TIME OVEN GLOVE,3.29,103,EuroParts GmbH,1.3817495888296207,11.0,Gifts,EuroParts GmbH,Gifts
47563A,RETRO LONGBOARD IRONING BOARD COVER,3.29,282,Global Trade Co.,1.4432904560043305,22.0,LIGHTING,GlobalTrade Co,Lighting
47563B,UNKNOWN,0.0,-10,Acme Supplies Ltd,0.0,12.0,Lighting,Acme Supplies Ltd,Lighting
47566,PARTY BUNTING,4.95,18022,Unknown Vendor,2.7844868079208105,39.0,Kitchen,UNKNOWN,Kitchen
47566B,TEA TIME PARTY BUNTING,4.95,-342,,2.730607240225391,29.0,Home Decor,UNKNOWN,Home Decor
47566B,TEA TIME PARTY BUNTING,8.29,199,Euro Parts,5.636305937601098,15.0,home decor,EuroParts GmbH,Home Decor
47567B,TEA TIME KITCHEN APRON,5.95,601,Unknown Vendor,3.919955966713666,43.0,Unknown,UNKNOWN,Other
47570B,TEA TIME TABLE CLOTH,10.65,116,Pacific Importers,5.849101440850339,4.0,Stationery,Pacific Importers,Stationery
47570B,TEA TIME TABLE CLOTH,21.01,2,Unknown Vendor,10.857893890407391,23.0,Home Decor,UNKNOWN,Home Decor
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,2.46,486,Acme Supplies Ltd,1.2564796230769502,35.0,Unknown,Acme Supplies Ltd,Other
47574B,ENGLISH ROSE SCENTED HANGING HEART,4.25,-9,GlobalTrade Co,2.8513176923498382,26.0,LIGHTING,GlobalTrade Co,Lighting
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,0.85,219,ACME SUPPLIES,0.3554915408508278,44.0,LIGHTING,Acme Supplies Ltd,Lighting
47579,TEA TIME BREAKFAST BASKET,1.05,0,ACME SUPPLIES,0.4247119561951477,36.0,Home Decor,Acme Supplies Ltd,Home Decor
47580,TEA TIME DES TEA COSY,2.55,378,Acme Supplies Ltd,1.7300233697945333,11.0,home decor,Acme Supplies Ltd,Home Decor
47585A,PINK FAIRY CAKE CUSHION COVER,4.13,264,PACIFIC IMPORTERS LLC,2.3417150864921705,4.0,Home Decor,Pacific Importers,Home Decor
47586A,PINK FAIRY CAKE CUSHION COVER,2.55,21,Euro Parts,1.1368114161590666,32.0,home decor,EuroParts GmbH,Home Decor
47589,CONGRATULATIONS BUNTING,5.45,14,Pacific Importers,2.629342020239011,24.0,Home Decor,Pacific Importers,Home Decor
47590A,BLUE HAPPY BIRTHDAY BUNTING,5.45,1968,Acme Supplies Ltd,3.958751290533258,13.0,Kitchen,Acme Supplies Ltd,Kitchen
47590B,PINK HAPPY BIRTHDAY BUNTING,5.45,2244,Euro Parts,3.819501926004493,19.0,Stationery,EuroParts GmbH,Stationery
47590B,PINK HAPPY BIRTHDAY BUNTING,10.79,12,PACIFIC IMPORTERS LLC,6.996503242170832,38.0,Home Decor,Pacific Importers,Home Decor
47591A,UNKNOWN,0.0,-6,GlobalTrade Co,0.0,15.0,Unknown,GlobalTrade Co,Other
47591B,SCOTTIES CHILDRENS APRON,1.65,4,EuroParts GmbH,0.9604868941255252,9.0,Kitchen,EuroParts GmbH,Kitchen
47591D,PINK FAIRY CAKE CHILDRENS APRON,1.95,3008,acme-supplies,1.4456043953313018,18.0,LIGHTING,Acme Supplies Ltd,Lighting
47591B,SCOTTIES CHILDRENS APRON,4.13,1,GlobalTrade Co,3.0480211766347365,35.0,Lighting,GlobalTrade Co,Lighting
47591D,PINK FAIRY CAKE CHILDRENS APRON,4.96,134,,2.357707063484209,3.0,Home Decor,UNKNOWN,Home Decor
47593A,CAROUSEL PONIES BABY BIB,0.29,48,GlobalTrade Co,0.1983271134799898,13.0,home decor,GlobalTrade Co,Home Decor
47593B,SCOTTIE DOGS BABY BIB,0.83,1987,Global Trade Co.,0.3892989945215184,8.0,Kitchen,GlobalTrade Co,Kitchen
47593B,SCOTTIE DOGS BABY BIB,0.83,6,,0.3940326373252878,22.0,Gifts,UNKNOWN,Gifts
47594A,CAROUSEL DESIGN WASHBAG,1.95,99,EuroParts GmbH,1.2414334958173237,37.0,Lighting,EuroParts GmbH,Lighting
47594B,SCOTTIES DESIGN WASHBAG,1.95,166,Acme Supplies Ltd,1.0564132497860017,39.0,Stationery,Acme Supplies Ltd,Stationery
47599A,PINK PARTY BAGS,2.1,2450,Acme Supplies Ltd,1.5246851392232923,43.0,Home Decor,Acme Supplies Ltd,Home Decor
47599B,BLUE PARTY BAGS,2.1,1428,Acme Supplies Ltd,0.9054221551485666,28.0,Home Decor,Acme Supplies Ltd,Home Decor
48111,DOORMAT 3 SMILEY CATS,7.95,1174,PACIFIC IMPORTERS LLC,4.603320095552415,14.0,Kitchen,Pacific Importers,Kitchen
48116,DOORMAT MULTICOLOUR STRIPE,7.95,1462,Global Trade Co.,5.7357861584579855,32.0,LIGHTING,GlobalTrade Co,Lighting
48129,DOORMAT TOPIARY,7.95,881,Acme Supplies Ltd,5.695696260284223,30.0,Stationery,Acme Supplies Ltd,Stationery
48138,DOORMAT UNION FLAG,7.95,3750,Unknown Vendor,3.6155425363293,29.0,Gifts,UNKNOWN,Gifts
48173C,DOORMAT BLACK FLOCK,7.95,1743,Pacific Importers,4.200169400518391,44.0,Lighting,Pacific Importers,Lighting
48173C,DOORMAT BLACK FLOCK,16.98,15,acme-supplies,10.471438480477516,21.0,Unknown,Acme Supplies Ltd,Other
48184,DOORMAT ENGLISH ROSE,7.95,2041,Pacific Importers,3.6235162668764263,7.0,Stationery,Pacific Importers,Stationery
48185,DOORMAT FAIRY CAKE,7.95,2886,EuroParts GmbH,5.873521693717269,7.0,Home Decor,EuroParts GmbH,Home Decor
48187,DOORMAT NEW ENGLAND,7.95,3826,Acme Supplies Ltd,5.725290007184714,43.0,Kitchen,Acme Supplies Ltd,Kitchen
48188,DOORMAT WELCOME PUPPIES,7.95,2060,acme-supplies,3.6445388731634103,29.0,Gifts,Acme Supplies Ltd,Gifts
48189,DOORMAT FRIENDSHIP,16.63,11,Euro Parts,7.357185362269565,30.0,Kitchen,EuroParts GmbH,Kitchen
48194,DOORMAT HEARTS,7.95,3418,Global Trade Co.,3.417649103413998,28.0,Lighting,GlobalTrade Co,Lighting
